Year,Location,Plot_ID,Tray,Entry,Cross-Id,Cross,GH_Awns,Plot,PH,HD,Awns
2021,Raleigh,R21-SRils-307,4.17.3,163,UX1995,NC8248-1/NC08-23383,-,307,85,100,0
2021,Raleigh,R21-SRils-308,4.17.4,161,UX1995,NC8248-1/NC08-23383,-,308,85,102,0
2021,Raleigh,R21-SRils-309,4.18.1,177,UX1995,NC8248-1/NC08-23383,-,309,65,112,0
2021,Raleigh,R21-SRils-310,4.18.2,168,UX1995,NC8248-1/NC08-23383,-,310,80,100,0
2021,Raleigh,R21-SRils-311,4.18.3,166,UX1995,NC8248-1/NC08-23383,-,311,80,104,0
2021,Raleigh,R21-SRils-312,4.18.4,5,UX1995,NC8248-1/NC08-23383,+,312,85,110,1
2021,Raleigh,R21-SRils-313,4.19.1,167,UX1995,NC8248-1/NC08-23383,-,313,85,110,0
2021,Raleigh,R21-SRils-314,4.19.2,176,UX1995,NC8248-1/NC08-23383,+,314,85,104,1
2021,Raleigh,R21-SRils-315,4.19.3,148,UX1995,NC8248-1/NC08-23383,+,315,85,108,1
2021,Raleigh,R21-SRils-316,4.19.4,160,UX1995,NC8248-1/NC08-23383,-,316,80,102,0
2021,Raleigh,R21-SRils-317,4.20.1,169,UX1995,NC8248-1/NC08-23383,+,317,95,103,1
2021,Raleigh,R21-SRils-318,4.20.2,159,UX1995,NC8248-1/NC08-23383,+,318,90,108,1
2021,Raleigh,R21-SRils-319,4.20.3,158,UX1995,NC8248-1/NC08-23383,+,319,85,107,1
2021,Raleigh,R21-SRils-320,4.20.4,157,UX1995,NC8248-1/NC08-23383,+,320,85,110,0
2021,Raleigh,R21-SRils-321,5.1.1,Barley,UX1995,MARKER,+,321,,NA,
2021,Raleigh,R21-SRils-322,5.1.2,NC8248-1,UX1995,PARENT,+,322,90,104,1
2021,Raleigh,R21-SRils-323,5.1.3,NC08-23383,UX1995,PARENT,-,323,80,109,0
2021,Raleigh,R21-SRils-324,5.1.4,NC8248-1,UX1995,PARENT,+,324,90,104,1
2021,Raleigh,R21-SRils-325,5.2.1,174,UX1995,NC8248-1/NC08-23383,-,325,80,108,0
2021,Raleigh,R21-SRils-326,5.2.2,175,UX1995,NC8248-1/NC08-23383,-,326,85,101,0
2021,Raleigh,R21-SRils-327,5.2.3,156,UX1995,NC8248-1/NC08-23383,-,327,95,107,1
2021,Raleigh,R21-SRils-328,5.2.4,150,UX1995,NC8248-1/NC08-23383,-,328,80,107,0
2021,Raleigh,R21-SRils-329,5.3.1,155,UX1995,NC8248-1/NC08-23383,+,329,65,110,1
2021,Raleigh,R21-SRils-330,5.3.2,154,UX1995,NC8248-1/NC08-23383,+,330,90,104,Mix
2021,Raleigh,R21-SRils-331,5.3.3,210,UX1995,NC8248-1/NC08-23383,+,331,90,102,1
2021,Raleigh,R21-SRils-332,5.3.4,153,UX1995,NC8248-1/NC08-23383,-,332,75,103,0
2021,Raleigh,R21-SRils-333,5.4.1,218,UX1995,NC8248-1/NC08-23383,+,333,90,104,Mix
2021,Raleigh,R21-SRils-334,5.4.2,152,UX1995,NC8248-1/NC08-23383,-,334,85,108,0
2021,Raleigh,R21-SRils-335,5.4.3,151,UX1995,NC8248-1/NC08-23383,-,335,75,107,0
2021,Raleigh,R21-SRils-336,5.4.4,203,UX1995,NC8248-1/NC08-23383,+,336,85,107,1
2021,Raleigh,R21-SRils-337,5.5.1,212,UX1995,NC8248-1/NC08-23383,-,337,80,107,0
2021,Raleigh,R21-SRils-338,5.5.2,209,UX1995,NC8248-1/NC08-23383,-,338,75,108,Mix
2021,Raleigh,R21-SRils-339,5.5.3,172,UX1995,NC8248-1/NC08-23383,+,339,85,107,1
2021,Raleigh,R21-SRils-340,5.5.4,208,UX1995,NC8248-1/NC08-23383,+,340,80,104,0
2021,Raleigh,R21-SRils-341,5.6.1,206,UX1995,NC8248-1/NC08-23383,-,341,80,111,Mix
2021,Raleigh,R21-SRils-342,5.6.2,171,UX1995,NC8248-1/NC08-23383,-,342,90,103,0
2021,Raleigh,R21-SRils-343,5.6.3,202,UX1995,NC8248-1/NC08-23383,+,343,90,103,1
2021,Raleigh,R21-SRils-344,5.6.4,213,UX1995,NC8248-1/NC08-23383,+,344,85,108,0
2021,Raleigh,R21-SRils-345,5.7.1,211,UX1995,NC8248-1/NC08-23383,-,345,90,108,0
2021,Raleigh,R21-SRils-346,5.7.2,195,UX1995,NC8248-1/NC08-23383,-,346,75,104,0
2021,Raleigh,R21-SRils-347,5.7.3,215,UX1995,NC8248-1/NC08-23383,-,347,95,105,0
2021,Raleigh,R21-SRils-348,5.7.4,193,UX1995,NC8248-1/NC08-23383,-,348,90,102,0
2021,Raleigh,R21-SRils-349,5.8.1,189,UX1995,NC8248-1/NC08-23383,+,349,90,108,1
2021,Raleigh,R21-SRils-350,5.8.2,201,UX1995,NC8248-1/NC08-23383,+,350,95,102,1
2021,Raleigh,R21-SRils-351,5.8.3,192,UX1995,NC8248-1/NC08-23383,+,351,95,107,1
2021,Raleigh,R21-SRils-352,5.8.4,205,UX1995,NC8248-1/NC08-23383,+,352,90,108,1
2021,Raleigh,R21-SRils-353,5.9.1,190,UX1995,NC8248-1/NC08-23383,+,353,70,109,1
2021,Raleigh,R21-SRils-354,5.9.2,191,UX1995,NC8248-1/NC08-23383,-,354,,108,
2021,Raleigh,R21-SRils-355,5.9.3,207,UX1995,NC8248-1/NC08-23383,+,355,90,104,1
2021,Raleigh,R21-SRils-356,5.9.4,187,UX1995,NC8248-1/NC08-23383,+,356,,108,
2021,Raleigh,R21-SRils-357,5.10.1,204,UX1995,NC8248-1/NC08-23383,-,357,85,102,Mix
2021,Raleigh,R21-SRils-358,5.10.2,216,UX1995,NC8248-1/NC08-23383,-,358,80,102,0
2021,Raleigh,R21-SRils-359,5.10.3,188,UX1995,NC8248-1/NC08-23383,+,359,85,107,1
2021,Raleigh,R21-SRils-360,5.10.4,186,UX1995,NC8248-1/NC08-23383,+,360,90,108,1
2021,Raleigh,R21-SRils-361,5.11.1,185,UX1995,NC8248-1/NC08-23383,+,361,80,108,1
2021,Raleigh,R21-SRils-362,5.11.2,184,UX1995,NC8248-1/NC08-23383,+,362,80,102,1
2021,Raleigh,R21-SRils-363,5.11.3,170,UX1995,NC8248-1/NC08-23383,-,363,85,104,0
2021,Raleigh,R21-SRils-364,5.11.4,214,UX1995,NC8248-1/NC08-23383,?,364,75,109,0
2021,Raleigh,R21-SRils-365,5.12.1,183,UX1995,NC8248-1/NC08-23383,+,365,70,110,1
2021,Raleigh,R21-SRils-366,5.12.2,181,UX1995,NC8248-1/NC08-23383,+,366,75,108,1
2021,Raleigh,R21-SRils-367,5.12.3,173,UX1995,NC8248-1/NC08-23383,-,367,95,110,0
2021,Raleigh,R21-SRils-368,5.12.4,180,UX1995,NC8248-1/NC08-23383,-,368,85,110,1
2021,Raleigh,R21-SRils-369,5.13.1,217,UX1995,NC8248-1/NC08-23383,-,369,80,111,0
2021,Raleigh,R21-SRils-370,5.13.2,182,UX1995,NC8248-1/NC08-23383,+,370,85,107,1
2021,Raleigh,R21-SRils-371,5.13.3,179,UX1995,NC8248-1/NC08-23383,-,371,80,108,0
2021,Raleigh,R21-SRils-372,5.13.4,178,UX1995,NC8248-1/NC08-23383,+,372,75,104,1
2021,Raleigh,R21-SRils-373,5.14.1,196,UX1995,NC8248-1/NC08-23383,+,373,70,104,1
2021,Raleigh,R21-SRils-374,5.14.2,1,UX1995,NC8248-1/NC08-23383,-,374,80,108,0
2021,Raleigh,R21-SRils-375,5.14.3,2,UX1995,NC8248-1/NC08-23383,-,375,75,101,0
2021,Raleigh,R21-SRils-376,5.14.4,3,UX1995,NC8248-1/NC08-23383,+,376,100,104,1
2021,Raleigh,R21-SRils-377,5.15.1,4,UX1995,NC8248-1/NC08-23383,-,377,90,107,Mix
2021,Raleigh,R21-SRils-378,5.15.2,162,UX1995,NC8248-1/NC08-23383,-,378,80,108,1
2021,Raleigh,R21-SRils-379,5.15.3,197,UX1995,NC8248-1/NC08-23383,-,379,85,102,Mix
2021,Raleigh,R21-SRils-380,5.15.4,198,UX1995,NC8248-1/NC08-23383,+,380,95,100,1
2021,Raleigh,R21-SRils-381,5.16.1,199,UX1995,NC8248-1/NC08-23383,+,381,85,107,1
2021,Raleigh,R21-SRils-382,5.16.2,200,UX1995,NC8248-1/NC08-23383,+,382,75,108,1
2021,Raleigh,R21-SRils-383,5.16.3,135,UX1995,NC8248-1/NC08-23383,+,383,60,117,1
2021,Raleigh,R21-SRils-384,5.16.4,Blank,UX1995,Blank,.,384,,NA,
2021,Raleigh,R21-SRils-385,5.17.1,Cawtaba,Divers,Myron,,385,95,102,0
2021,Raleigh,R21-SRils-386,5.17.2,Cawtaba,Divers,Mark,,386,95,103,0
2021,Raleigh,R21-SRils-387,5.17.3,USG3640,Divers,Mark,,387,90,108,1
2021,Raleigh,R21-SRils-388,5.17.4,USG3640,Divers,Lynsey,,388,85,108,1
2021,Raleigh,R21-SRils-389,5.18.1,Shirley,Divers,VA,,389,75,109,0
2021,Raleigh,R21-SRils-390,5.18.2,Shirley,Divers,Mark,,390,80,110,0
2021,Raleigh,R21-SRils-391,5.18.3,Hilliard,Divers,Lynsey,,391,80,110,1
2021,Raleigh,R21-SRils-392,5.18.4,Hilliard,Divers,Mark,,392,80,109,1
2021,Raleigh,R21-SRils-393,5.19.1,43,Divers,Mergoum/Mohsen,,393,105,113,1
2021,Raleigh,R21-SRils-394,5.19.2,L,Divers,Mergoum/Mohsen,,394,60,94,1
2021,Raleigh,R21-SRils-395,5.19.3,J,Divers,Mergoum/Mohsen,,395,70,96,1
2021,Raleigh,R21-SRils-396,5.19.4,A,Divers,Mergoum/Mohsen,,396,95,120,0
2021,Raleigh,R21-SRils-397,5.20.1,9,Divers,Mergoum/Mohsen,,397,100,100,1
2021,Raleigh,R21-SRils-398,5.20.2,28,Divers,Mergoum/Mohsen,,398,,NA,
2021,Raleigh,R21-SRils-399,5.20.3,GA069313-LE6,Divers,,,399,80,111,1
2021,Raleigh,R21-SRils-400,5.20.4,Hilliard,Divers,,,400,80,108,1
2021,Raleigh,R21-SRils-401,6.1.1,Barley,UX2028,MARKER,+,401,,NA,
2021,Raleigh,R21-SRils-402,6.1.2,SS8641,UX2028,PARENT,-,402,80,108,0
2021,Raleigh,R21-SRils-403,6.1.3,LA09264C-P2,UX2028,PARENT,+,403,85,102,1
2021,Raleigh,R21-SRils-404,6.1.4,SS8641,UX2028,PARENT,-,404,82,107,0
2021,Raleigh,R21-SRils-405,6.2.1,219,UX2028,LA09264C-P2/SS8641,-,405,85,110,0
2021,Raleigh,R21-SRils-406,6.2.2,217,UX2028,LA09264C-P2/SS8641,?,406,75,108,1
2021,Raleigh,R21-SRils-407,6.2.3,68,UX2028,LA09264C-P2/SS8641,-,407,85,104,0
2021,Raleigh,R21-SRils-408,6.2.4,149,UX2028,LA09264C-P2/SS8641,-,408,80,104,0
2021,Raleigh,R21-SRils-409,6.3.1,119,UX2028,LA09264C-P2/SS8641,-,409,87,107,0
2021,Raleigh,R21-SRils-410,6.3.2,166,UX2028,LA09264C-P2/SS8641,+,410,85,104,1
2021,Raleigh,R21-SRils-411,6.3.3,218,UX2028,LA09264C-P2/SS8641,?,411,85,104,0
2021,Raleigh,R21-SRils-412,6.3.4,212,UX2028,LA09264C-P2/SS8641,-,412,80,108,0
2021,Raleigh,R21-SRils-413,6.4.1,185,UX2028,LA09264C-P2/SS8641,-,413,65,112,0
2021,Raleigh,R21-SRils-414,6.4.2,186,UX2028,LA09264C-P2/SS8641,-,414,75,108,0
2021,Raleigh,R21-SRils-415,6.4.3,216,UX2028,LA09264C-P2/SS8641,+,415,90,105,1
2021,Raleigh,R21-SRils-416,6.4.4,183,UX2028,LA09264C-P2/SS8641,+,416,90,105,1
2021,Raleigh,R21-SRils-417,6.5.1,249,UX2028,LA09264C-P2/SS8641,+,417,85,104,1
2021,Raleigh,R21-SRils-418,6.5.2,204,UX2028,LA09264C-P2/SS8641,-,418,90,105,0
2021,Raleigh,R21-SRils-419,6.5.3,272,UX2028,LA09264C-P2/SS8641,-,419,90,108,1
2021,Raleigh,R21-SRils-420,6.5.4,181,UX2028,LA09264C-P2/SS8641,+,420,85,105,1
2021,Raleigh,R21-SRils-421,6.6.1,9,UX2028,LA09264C-P2/SS8641,+,421,90,107,1
2021,Raleigh,R21-SRils-422,6.6.2,8,UX2028,LA09264C-P2/SS8641,+,422,85,108,1
2021,Raleigh,R21-SRils-423,6.6.3,201,UX2028,LA09264C-P2/SS8641,-,423,85,103,0
2021,Raleigh,R21-SRils-424,6.6.4,239,UX2028,LA09264C-P2/SS8641,+,424,85,104,1
2021,Raleigh,R21-SRils-425,6.7.1,210,UX2028,LA09264C-P2/SS8641,-,425,90,110,Mix
2021,Raleigh,R21-SRils-426,6.7.2,209,UX2028,LA09264C-P2/SS8641,+,426,90,108,1
2021,Raleigh,R21-SRils-427,6.7.3,179,UX2028,LA09264C-P2/SS8641,+,427,95,103,1
2021,Raleigh,R21-SRils-428,6.7.4,228,UX2028,LA09264C-P2/SS8641,+,428,85,103,1
2021,Raleigh,R21-SRils-429,6.8.1,229,UX2028,LA09264C-P2/SS8641,+,429,95,103,1
2021,Raleigh,R21-SRils-430,6.8.2,21,UX2028,LA09264C-P2/SS8641,+,430,90,105,1
2021,Raleigh,R21-SRils-431,6.8.3,231,UX2028,LA09264C-P2/SS8641,?,431,95,103,1
2021,Raleigh,R21-SRils-432,6.8.4,260,UX2028,LA09264C-P2/SS8641,-,432,85,107,0
2021,Raleigh,R21-SRils-433,6.9.1,258,UX2028,LA09264C-P2/SS8641,-,433,90,100,0
2021,Raleigh,R21-SRils-434,6.9.2,269,UX2028,LA09264C-P2/SS8641,-,434,90,108,0
2021,Raleigh,R21-SRils-435,6.9.3,270,UX2028,LA09264C-P2/SS8641,+,435,80,104,1
2021,Raleigh,R21-SRils-436,6.9.4,240,UX2028,LA09264C-P2/SS8641,+,436,80,107,1
2021,Raleigh,R21-SRils-437,6.10.1,LA09264C-P2,UX2028,PARENT,+,437,95,100,1
2021,Raleigh,R21-SRils-438,6.10.2,178,UX2028,LA09264C-P2/SS8641,+,438,90,104,1
2021,Raleigh,R21-SRils-439,6.10.3,254,UX2028,LA09264C-P2/SS8641,-,439,95,103,0
2021,Raleigh,R21-SRils-440,6.10.4,255,UX2028,LA09264C-P2/SS8641,-,440,90,104,0
2021,Raleigh,R21-SRils-441,6.11.1,227,UX2028,LA09264C-P2/SS8641,-,441,85,110,0
2021,Raleigh,R21-SRils-442,6.11.2,273,UX2028,LA09264C-P2/SS8641,-,442,95,101,0
2021,Raleigh,R21-SRils-443,6.11.3,SS8641,UX2028,PARENT,-,443,90,104,0
2021,Raleigh,R21-SRils-444,6.11.4,257,UX2028,LA09264C-P2/SS8641,-,444,85,107,0
2021,Raleigh,R21-SRils-445,6.12.1,235,UX2028,LA09264C-P2/SS8641,+,445,85,105,1
2021,Raleigh,R21-SRils-446,6.12.2,238,UX2028,LA09264C-P2/SS8641,+,446,90,109,1
2021,Raleigh,R21-SRils-447,6.12.3,148,UX2028,LA09264C-P2/SS8641,-,447,100,108,0
2021,Raleigh,R21-SRils-448,6.12.4,263,UX2028,LA09264C-P2/SS8641,-,448,85,107,0
2021,Raleigh,R21-SRils-449,6.13.1,247,UX2028,LA09264C-P2/SS8641,+,449,80,108,1
2021,Raleigh,R21-SRils-450,6.13.2,261,UX2028,LA09264C-P2/SS8641,-,450,90,104,Mix
2021,Raleigh,R21-SRils-451,6.13.3,262,UX2028,LA09264C-P2/SS8641,+,451,85,107,1
2021,Raleigh,R21-SRils-452,6.13.4,253,UX2028,LA09264C-P2/SS8641,-,452,90,102,0
2021,Raleigh,R21-SRils-453,6.14.1,264,UX2028,LA09264C-P2/SS8641,-,453,80,106,0
2021,Raleigh,R21-SRils-454,6.14.2,265,UX2028,LA09264C-P2/SS8641,-,454,95,104,Mix
2021,Raleigh,R21-SRils-455,6.14.3,230,UX2028,LA09264C-P2/SS8641,+,455,85,105,1
2021,Raleigh,R21-SRils-456,6.14.4,266,UX2028,LA09264C-P2/SS8641,-,456,90,107,0
2021,Raleigh,R21-SRils-457,6.15.1,233,UX2028,LA09264C-P2/SS8641,-,457,85,108,0
2021,Raleigh,R21-SRils-458,6.15.2,267,UX2028,LA09264C-P2/SS8641,-,458,95,102,Mix
2021,Raleigh,R21-SRils-459,6.15.3,245,UX2028,LA09264C-P2/SS8641,?,459,82,113,0
2021,Raleigh,R21-SRils-460,6.15.4,259,UX2028,LA09264C-P2/SS8641,+,460,90,107,1
2021,Raleigh,R21-SRils-461,6.16.1,243,UX2028,LA09264C-P2/SS8641,-,461,95,101,0
2021,Raleigh,R21-SRils-462,6.16.2,244,UX2028,LA09264C-P2/SS8641,-,462,95,102,0
2021,Raleigh,R21-SRils-463,6.16.3,177,UX2028,LA09264C-P2/SS8641,-,463,90,107,0
2021,Raleigh,R21-SRils-464,6.16.4,175,UX2028,LA09264C-P2/SS8641,+,464,90,107,1
2021,Raleigh,R21-SRils-465,6.17.1,176,UX2028,LA09264C-P2/SS8641,+,465,90,104,1
2021,Raleigh,R21-SRils-466,6.17.2,156,UX2028,LA09264C-P2/SS8641,-,466,95,107,0
2021,Raleigh,R21-SRils-467,6.17.3,180,UX2028,LA09264C-P2/SS8641,+,467,100,102,1
2021,Raleigh,R21-SRils-468,6.17.4,182,UX2028,LA09264C-P2/SS8641,+,468,85,108,1
2021,Raleigh,R21-SRils-469,6.18.1,232,UX2028,LA09264C-P2/SS8641,+,469,90,106,1
2021,Raleigh,R21-SRils-470,6.18.2,250,UX2028,LA09264C-P2/SS8641,+,470,85,107,1
2021,Raleigh,R21-SRils-471,6.18.3,252,UX2028,LA09264C-P2/SS8641,-,471,90,104,0
2021,Raleigh,R21-SRils-472,6.18.4,251,UX2028,LA09264C-P2/SS8641,+,472,80,108,1
2021,Raleigh,R21-SRils-473,6.19.1,248,UX2028,LA09264C-P2/SS8641,+,473,85,104,1
2021,Raleigh,R21-SRils-474,6.19.2,234,UX2028,LA09264C-P2/SS8641,+,474,90,102,1
2021,Raleigh,R21-SRils-475,6.19.3,203,UX2028,LA09264C-P2/SS8641,-,475,90,103,0
2021,Raleigh,R21-SRils-476,6.19.4,174,UX2028,LA09264C-P2/SS8641,-,476,90,108,0
2021,Raleigh,R21-SRils-477,6.20.1,207,UX2028,LA09264C-P2/SS8641,-,477,95,107,0
2021,Raleigh,R21-SRils-478,6.20.2,115,UX2028,LA09264C-P2/SS8641,+,478,80,108,1
2021,Raleigh,R21-SRils-479,6.20.3,246,UX2028,LA09264C-P2/SS8641,+,479,108,104,1
2021,Raleigh,R21-SRils-480,6.20.4,268,UX2028,LA09264C-P2/SS8641,-,480,90,107,0
2021,Raleigh,R21-SRils-481,7.1.1,Barley,UX2028,MARKER,+,481,,NA,
2021,Raleigh,R21-SRils-482,7.1.2,LA09264C-P2,UX2028,PARENT,+,482,95,100,1
2021,Raleigh,R21-SRils-483,7.1.3,SS8641,UX2028,PARENT,-,483,95,105,0
2021,Raleigh,R21-SRils-484,7.1.4,LA09264C-P2,UX2028,PARENT,+,484,90,101,1
2021,Raleigh,R21-SRils-485,7.2.1,208,UX2028,LA09264C-P2/SS8641,+,485,95,103,1
2021,Raleigh,R21-SRils-486,7.2.2,173,UX2028,LA09264C-P2/SS8641,+,486,90,105,1
2021,Raleigh,R21-SRils-487,7.2.3,159,UX2028,LA09264C-P2/SS8641,-,487,85,106,0
2021,Raleigh,R21-SRils-488,7.2.4,154,UX2028,LA09264C-P2/SS8641,+,488,90,104,1
2021,Raleigh,R21-SRils-489,7.3.1,172,UX2028,LA09264C-P2/SS8641,-,489,90,104,0
2021,Raleigh,R21-SRils-490,7.3.2,7,UX2028,LA09264C-P2/SS8641,+,490,80,112,1
2021,Raleigh,R21-SRils-491,7.3.3,153,UX2028,LA09264C-P2/SS8641,+,491,90,102,1
2021,Raleigh,R21-SRils-492,7.3.4,155,UX2028,LA09264C-P2/SS8641,-,492,80,108,0
2021,Raleigh,R21-SRils-493,7.4.1,152,UX2028,LA09264C-P2/SS8641,+,493,92,102,1
2021,Raleigh,R21-SRils-494,7.4.2,158,UX2028,LA09264C-P2/SS8641,-,494,90,107,0
2021,Raleigh,R21-SRils-495,7.4.3,160,UX2028,LA09264C-P2/SS8641,-,495,90,102,0
2021,Raleigh,R21-SRils-496,7.4.4,157,UX2028,LA09264C-P2/SS8641,-,496,90,104,0
2021,Raleigh,R21-SRils-497,7.5.1,151,UX2028,LA09264C-P2/SS8641,-,497,92,103,Mix
2021,Raleigh,R21-SRils-498,7.5.2,118,UX2028,LA09264C-P2/SS8641,-,498,100,101,Mix
2021,Raleigh,R21-SRils-499,7.5.3,150,UX2028,LA09264C-P2/SS8641,-,499,85,103,0
2021,Raleigh,R21-SRils-500,7.5.4,82,UX2028,LA09264C-P2/SS8641,-,500,80,105,0
2021,Raleigh,R21-SRils-501,7.6.1,170,UX2028,LA09264C-P2/SS8641,+,501,95,104,1
2021,Raleigh,R21-SRils-502,7.6.2,171,UX2028,LA09264C-P2/SS8641,+,502,90,102,1
2021,Raleigh,R21-SRils-503,7.6.3,147,UX2028,LA09264C-P2/SS8641,-,503,80,107,0
2021,Raleigh,R21-SRils-504,7.6.4,143,UX2028,LA09264C-P2/SS8641,-,504,85,106,0
2021,Raleigh,R21-SRils-505,7.7.1,146,UX2028,LA09264C-P2/SS8641,-,505,100,105,0
2021,Raleigh,R21-SRils-506,7.7.2,145,UX2028,LA09264C-P2/SS8641,-,506,90,107,0
2021,Raleigh,R21-SRils-507,7.7.3,169,UX2028,LA09264C-P2/SS8641,+,507,100,100,1
2021,Raleigh,R21-SRils-508,7.7.4,144,UX2028,LA09264C-P2/SS8641,+,508,90,106,1
2021,Raleigh,R21-SRils-509,7.8.1,107,UX2028,LA09264C-P2/SS8641,+,509,95,103,0
2021,Raleigh,R21-SRils-510,7.8.2,mix,UX2028,LA09264C-P2/SS8641,?,510,85,103,0
2021,Raleigh,R21-SRils-511,7.8.3,96,UX2028,LA09264C-P2/SS8641,+,511,90,104,1
2021,Raleigh,R21-SRils-512,7.8.4,101,UX2028,LA09264C-P2/SS8641,-,512,85,105,Mix
2021,Raleigh,R21-SRils-513,7.9.1,129,UX2028,LA09264C-P2/SS8641,+,513,95,102,1
2021,Raleigh,R21-SRils-514,7.9.2,135,UX2028,LA09264C-P2/SS8641,+,514,95,100,1
2021,Raleigh,R21-SRils-515,7.9.3,102,UX2028,LA09264C-P2/SS8641,-,515,90,103,0
2021,Raleigh,R21-SRils-516,7.9.4,88,UX2028,LA09264C-P2/SS8641,+,516,95,103,0
2021,Raleigh,R21-SRils-517,7.10.1,128,UX2028,LA09264C-P2/SS8641,-,517,90,101,0
2021,Raleigh,R21-SRils-518,7.10.2,137,UX2028,LA09264C-P2/SS8641,-,518,100,102,0
2021,Raleigh,R21-SRils-519,7.10.3,81,UX2028,LA09264C-P2/SS8641,+,519,90,103,1
2021,Raleigh,R21-SRils-520,7.10.4,98,UX2028,LA09264C-P2/SS8641,-,520,85,100,0
2021,Raleigh,R21-SRils-521,7.11.1,103,UX2028,LA09264C-P2/SS8641,-,521,95,104,0
2021,Raleigh,R21-SRils-522,7.11.2,138,UX2028,LA09264C-P2/SS8641,-,522,95,104,0
2021,Raleigh,R21-SRils-523,7.11.3,104,UX2028,LA09264C-P2/SS8641,-,523,100,105,Mix
2021,Raleigh,R21-SRils-524,7.11.4,100,UX2028,LA09264C-P2/SS8641,-,524,95,105,Mix
2021,Raleigh,R21-SRils-525,7.12.1,106,UX2028,LA09264C-P2/SS8641,-,525,75,112,0
2021,Raleigh,R21-SRils-526,7.12.2,97,UX2028,LA09264C-P2/SS8641,-,526,95,108,0
2021,Raleigh,R21-SRils-527,7.12.3,94,UX2028,LA09264C-P2/SS8641,+,527,85,103,1
2021,Raleigh,R21-SRils-528,7.12.4,99,UX2028,LA09264C-P2/SS8641,-,528,85,104,0
2021,Raleigh,R21-SRils-529,7.13.1,139,UX2028,LA09264C-P2/SS8641,-,529,80,107,0
2021,Raleigh,R21-SRils-530,7.13.2,126,UX2028,LA09264C-P2/SS8641,-,530,85,104,0
2021,Raleigh,R21-SRils-531,7.13.3,109,UX2028,LA09264C-P2/SS8641,-,531,85,104,Mix
2021,Raleigh,R21-SRils-532,7.13.4,108,UX2028,LA09264C-P2/SS8641,-,532,95,105,0
2021,Raleigh,R21-SRils-533,7.14.1,111,UX2028,LA09264C-P2/SS8641,-,533,100,102,0
2021,Raleigh,R21-SRils-534,7.14.2,124,UX2028,LA09264C-P2/SS8641,-,534,80,104,0
2021,Raleigh,R21-SRils-535,7.14.3,125,UX2028,LA09264C-P2/SS8641,+,535,95,102,1
2021,Raleigh,R21-SRils-536,7.14.4,123,UX2028,LA09264C-P2/SS8641,-,536,85,108,0
2021,Raleigh,R21-SRils-537,7.15.1,134,UX2028,LA09264C-P2/SS8641,-,537,85,107,0
2021,Raleigh,R21-SRils-538,7.15.2,133,UX2028,LA09264C-P2/SS8641,-,538,90,103,0
2021,Raleigh,R21-SRils-539,7.15.3,122,UX2028,LA09264C-P2/SS8641,-,539,85,103,0
2021,Raleigh,R21-SRils-540,7.15.4,84,UX2028,LA09264C-P2/SS8641,-,540,95,104,0
2021,Raleigh,R21-SRils-541,7.16.1,50,UX2028,LA09264C-P2/SS8641,+,541,100,104,1
2021,Raleigh,R21-SRils-542,7.16.2,93,UX2028,LA09264C-P2/SS8641,+,542,85,104,1
2021,Raleigh,R21-SRils-543,7.16.3,54,UX2028,LA09264C-P2/SS8641,-,543,95,101,0
2021,Raleigh,R21-SRils-544,7.16.4,200,UX2028,LA09264C-P2/SS8641,-,544,80,108,0
2021,Raleigh,R21-SRils-545,7.17.1,92,UX2028,LA09264C-P2/SS8641,+,545,105,107,1
2021,Raleigh,R21-SRils-546,7.17.2,91,UX2028,LA09264C-P2/SS8641,+,546,100,104,1
2021,Raleigh,R21-SRils-547,7.17.3,199,UX2028,LA09264C-P2/SS8641,-,547,90,108,0
2021,Raleigh,R21-SRils-548,7.17.4,117,UX2028,LA09264C-P2/SS8641,+,548,95,104,1
2021,Raleigh,R21-SRils-549,7.18.1,132,UX2028,LA09264C-P2/SS8641,+,549,105,104,1
2021,Raleigh,R21-SRils-550,7.18.2,241,UX2028,LA09264C-P2/SS8641,+,550,95,102,1
2021,Raleigh,R21-SRils-551,7.18.3,95,UX2028,LA09264C-P2/SS8641,+,551,90,102,1
2021,Raleigh,R21-SRils-552,7.18.4,168,UX2028,LA09264C-P2/SS8641,-,552,85,102,0
2021,Raleigh,R21-SRils-553,7.19.1,167,UX2028,LA09264C-P2/SS8641,+,553,95,104,1
2021,Raleigh,R21-SRils-554,7.19.2,10,UX2028,LA09264C-P2/SS8641,+,554,90,104,1
2021,Raleigh,R21-SRils-555,7.19.3,165,UX2028,LA09264C-P2/SS8641,+,555,97,102,1
2021,Raleigh,R21-SRils-556,7.19.4,164,UX2028,LA09264C-P2/SS8641,+,556,80,102,1
2021,Raleigh,R21-SRils-557,7.20.1,90,UX2028,LA09264C-P2/SS8641,+,557,90,102,1
2021,Raleigh,R21-SRils-558,7.20.2,22,UX2028,LA09264C-P2/SS8641,+,558,100,105,1
2021,Raleigh,R21-SRils-559,7.20.3,49,UX2028,LA09264C-P2/SS8641,+,559,95,103,1
2021,Raleigh,R21-SRils-560,7.20.4,163,UX2028,LA09264C-P2/SS8641,-,560,90,102,0
2021,Raleigh,R21-SRils-561,8.1.1,Barley,UX2028,MARKER,+,561,,NA,1
2021,Raleigh,R21-SRils-562,8.1.2,SS8641,UX2028,PARENT,-,562,95,106,0
