"Entry","Awns","WDR","Powdery_mildew","SNB","Height","Rust","ave_SpS","ave_infert","WeightOf1000Particles","SampleAreaAverage","WKAreaMedian","days_to_head","seeds_per_spikelet"
"UX2023-20",1,2,0,NA,95,NA,17.2,2.6,32.756,13.105,13.747,161,3.05813953488372
"UX2023-21",1,2,3,NA,95,NA,20,1.8,39.609,14.57,15.47,164,2.97
"UX2023-22",1,2,1,NA,100,NA,16.6,3.6,31.986,12.226,12.607,164,2.75903614457831
"UX2023-24",1,2,2,NA,100,NA,20.6,2,37.068,14.536,15.282,164,2.55339805825243
"UX2023-25",1,3,3,NA,70,NA,20.2,1,31.077,12.795,13.789,158,3.82178217821782
"UX2023-26",1,3,4,NA,75,NA,20.6,1.4,37.609,14.564,15.899,158,3.28155339805825
"UX2023-27",1,3,1,NA,85,NA,19,1.4,38.511,14.949,15.51,158,2.97894736842105
"UX2023-28",1,2,2,NA,95,NA,17.4,3,34.235,11.843,13.727,160,3.49425287356322
"UX2023-29",1,4,1,NA,80,NA,17.2,1.4,34.087,12.882,14.145,155,3.23255813953488
"UX2023-3",1,3,0,NA,85,NA,16.4,2.8,28.583,11.89,12.686,156,2.71951219512195
"UX2023-30",1,3,1,NA,85,NA,16.4,2.6,35.592,12.705,13.842,154,2.58536585365854
"UX2023-31",1,3,0,NA,95,NA,18.8,2,36.499,13.99,14.824,157,3.25531914893617
"UX2023-34",1,3,4,NA,90,NA,19.4,2.4,37.312,14.036,15.378,160,3.1340206185567
"UX2023-35",1,3,3,NA,95,NA,19,3.4,36.999,13.738,14.925,159,2.96842105263158
"UX2023-36",1,2,2,NA,90,NA,19.4,1.6,39.1,14.773,16.031,159,3.03092783505155
"UX2023-37",1,3,4,NA,70,NA,19,2.2,28.617,11.53,12.443,160,3.27368421052632
"UX2023-38",1,3,1,NA,85,NA,19.6,2.6,32.79,11.651,13.476,159,3.09183673469388
"UX2023-39",1,3,4,NA,95,NA,17.6,2.8,39.901,15.02,16.253,158,2.93181818181818
"UX2023-4",1,3,3,NA,90,NA,17.6,0.8,30.494,12.204,12.877,158,3.47727272727273
"UX2023-40",1,3,2,NA,85,NA,20.2,1.8,28.31,10.579,12.89,161,3.44554455445545
"UX2023-43",1,3,2,NA,95,NA,17.6,1.8,37.199,13.182,15.545,157,3.78409090909091
"UX2023-45",1,2,1,NA,95,NA,17,3.2,33.613,13.342,14.217,162,2.83529411764706
"UX2023-46",1,1,0,NA,95,NA,16.8,2.8,34.905,12.891,14.223,169,2.9047619047619
"UX2023-49",1,4,0,NA,80,NA,19.6,1.6,27.508,11.458,12.174,156,2.89795918367347
"UX2023-50",1,2,1,NA,100,NA,18.8,3.2,45.105,16.027,16.912,158,2.53191489361702
"UX2023-52",1,3,0,NA,85,NA,18,2.4,28.515,9.823,12.364,158,2.95555555555556
"UX2023-53",1,3,0,NA,100,NA,19,2.4,45.258,16.648,17.301,155,2.57894736842105
"UX2023-54",1,1,3,NA,80,NA,21,2.8,35.309,12.835,14.046,167,3.04761904761905
"UX2023-55",1,2,1,NA,100,NA,14.2,5,41.583,15.149,15.891,161,2.45070422535211
"UX2023-57",1,2,2,NA,85,NA,17.8,2.6,33.121,13.367,14.015,161,2.68539325842697
"UX2023-6",1,3,0,NA,90,NA,17.8,3,40.914,14.708,15.715,158,2.93258426966292
"UX2023-60",1,1,2,NA,80,NA,19.2,1.2,35.625,14.095,15.103,158,3.34375
"UX2023-63",1,2,2,NA,80,NA,17.6,1.6,34.312,12.895,13.856,164,2.89772727272727
"UX2023-65",1,1,1,NA,85,NA,19.4,3.2,36.927,13.921,14.689,158,2.50515463917526
"UX2023-66",1,2,2,NA,95,NA,16.4,3.8,35.614,12.682,14.287,161,2.84146341463415
"UX2023-68",1,2,1,NA,90,NA,20.2,2.2,36.015,14.02,14.644,161,2.6039603960396
"UX2023-7",1,2,0,NA,90,NA,16.6,3.4,43.627,16.527,17.04,161,2.46987951807229
"UX2023-70",1,3,0,NA,90,NA,17.5,3,31.983,10.956,13.878,159,3.62857142857143
"UX2023-72",1,3,2,NA,80,NA,20.8,3,37.173,14.946,15.575,160,2.82692307692308
"UX2023-75",1,3,0,NA,85,NA,18,1.6,40.29,14.147,15.532,156,3.46666666666667
"UX2023-76",1,4,0,NA,90,NA,18.4,2,42.231,15.459,16.431,158,3.01086956521739
"UX2023-79",1,2,0,NA,85,NA,19,1.6,29.976,12.348,13.181,165,3.5578947368421
"UX2023-8",1,3,2,NA,80,NA,17.6,2,34.799,13.367,13.988,158,3.11363636363636
"UX2023-80",1,1,0,NA,90,NA,17.6,1.6,28.828,10.346,12.191,164,3.47727272727273
"UX2023-81",1,2,4,NA,85,NA,18.2,5.2,37.803,13.131,15.125,159,2.96703296703297
"UX2023-82",1,2,3,NA,90,NA,18.6,2.8,30.896,12.842,13.442,161,2.72043010752688
"UX2023-83",1,3,0,NA,95,NA,19,1.8,27.755,12.073,12.765,158,2.89473684210526
"UX2023-84",1,3,1,NA,85,NA,19.4,1.6,36.139,14.061,14.951,160,3.11340206185567
"UX2023-85",1,2,0,NA,90,NA,17.6,2.6,31.984,12.349,13.879,164,3.64772727272727
"UX2023-87",1,1,0,NA,90,NA,21.2,1.6,35.226,13.759,14.295,165,2.84905660377358
"UX2023-88",1,2,1,NA,80,NA,17.83333,3.8333333,32.933,12.285,13.651,160,3.03738374530537
"UX2023-89",1,3,0,NA,90,NA,22.4,3,32.888,12.997,13.567,159,2.30357142857143
"UX2023-90",1,2,1,NA,90,NA,19,2.2,38.604,14.12,14.98,163,3.06315789473684
"UX2023-91",1,3,0,NA,80,NA,19.6,1.4,37.284,14.482,15.747,156,3.45918367346939
"UX2023-92",1,2,1,NA,100,NA,17.8,2.4,39.665,14.369,14.668,159,2.01123595505618
"UX2023-93",1,4,2,NA,90,NA,16,2.6,33.98,13.538,14.36,155,2.575
"UX2023-94",1,2,2,NA,90,NA,16.6,1.6,37.399,13.959,15.125,164,2.75903614457831
"UX2023-95",1,2,0,NA,105,NA,19.6,2.8,37.647,14.599,14.827,166,2.60204081632653
"UX2023-96",1,3,1,NA,90,NA,19.8,2.2,35.199,13.884,14.632,165,2.81818181818182
"UX2023-98",1,3,2,NA,80,NA,18.2,3.4,33.945,12.736,13.492,159,2.84615384615385
"UX2023-99",1,4,2,NA,90,NA,18,1.8,32.693,11.675,13.515,156,3.6
"UX2026-154",0,3,1,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-155",0,3,2,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-156",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-157",0,3,2,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-158",1,3,0,NA,80,NA,NA,NA,NA,NA,NA,167,NA
"UX2026-159",1,3,2,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-160",0,2,4,NA,85,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-161",1,2,1,NA,90,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-163",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-164",0,2,2,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-165",1,3,3,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-167",1,3,2,NA,95,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-168",1,3,4,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-169",1,1,2,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-170",1,2,1,NA,90,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-171",1,2,3,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-172",0,2,2,NA,75,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-173",1,2,3,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-175",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-176",1,3,3,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-178",1,2,2,NA,75,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-179",1,1,0,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-181",0,3,1,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-182",1,1,2,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-184",1,3,2,NA,100,NA,NA,NA,NA,NA,NA,166,NA
"UX2026-187",1,3,0,NA,70,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-189",0,2,0,NA,95,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-190",1,3,2,NA,85,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-192",0,2,2,NA,90,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-193",0,2,2,NA,95,NA,NA,NA,NA,NA,NA,166,NA
"UX2026-194",1,3,2,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-196",1,2,2,NA,85,NA,NA,NA,NA,NA,NA,162,NA
"UX2026-197",0,2,3,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-201",1,2,0,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-202",1,3,1,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-203",1,2,0,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-205",0,2,0,NA,75,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-206",0,2,2,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-207",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-208",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-212",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-213",0,2,1,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-224",0,3,NA,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-226",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-228",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-236",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-237",0,3,NA,NA,85,NA,NA,NA,NA,NA,NA,162,NA
"UX2026-239",0,3,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-240",0,3,NA,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-241",0,3,NA,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-242",1,2,NA,NA,95,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-243",0,3,NA,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-246",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-247",1,2,2,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-248",1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-250",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,162,NA
"UX2026-251",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-252",0,3,NA,NA,90,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-253",1,3,2,NA,70,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-254",0,3,NA,NA,90,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-258",0.5,3,NA,NA,87.5,NA,NA,NA,NA,NA,NA,163,NA
"UX2026-262",0,3,NA,NA,85,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-265",1,3,1,NA,80,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-270",0,3,NA,NA,85,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-271",0,3,NA,NA,80,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-277",1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-278",0,4,NA,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-281",1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-284",1,2,2,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-285",1,2,3,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-286",1,2,2,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-290",1,3,0,NA,75,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-291",1,3,3,NA,90,NA,NA,NA,NA,NA,NA,154,NA
"UX2026-292",1,2,3,NA,80,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-293",1,3,1,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-299",0,1,0,NA,80,NA,NA,NA,NA,NA,NA,162,NA
"UX2026-300",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-309",1,3,2,NA,80,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-311",1,1,0,NA,105,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-314",0,2,1,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-315",1,2,1,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-316",1,2,0,NA,100,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-317",1,2,1,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-318",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-319",1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-320",1,3,2,NA,85,NA,NA,NA,NA,NA,NA,155,NA
"UX2026-321",1,2,1,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-323",1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-324",1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-325",1,3,1,NA,90,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-326",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-327",1,2,0,NA,85,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-328",1,3,2,NA,80,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-329",0,3,NA,NA,90,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-331",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-332",1,2,0,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-333",0,3,NA,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-334",0,1,2,NA,75,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-335",0.5,2.5,NA,NA,82.5,NA,NA,NA,NA,NA,NA,156.5,NA
"UX2026-336",1,2,2,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-337",1,1,1,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-338",0,2,3,NA,90,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-339",0,3,3,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-340",0,2,1,NA,90,NA,NA,NA,NA,NA,NA,158,NA
"UX2026-342",0,1,1,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-343",1,2,2,NA,90,NA,NA,NA,NA,NA,NA,154,NA
"UX2026-344",0,3,1,NA,75,NA,NA,NA,NA,NA,NA,156,NA
"UX2026-346",0,2,NA,NA,75,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-348",1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-351",1,4,NA,NA,85,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-352",1,3,NA,NA,65,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-353",1,2,1,NA,75,NA,NA,NA,NA,NA,NA,162,NA
"UX2026-357",1,3,NA,NA,75,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-358",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-359",1,1,1,NA,80,NA,NA,NA,NA,NA,NA,157,NA
"UX2026-360",1,3,NA,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-361",1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-362",1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,164,NA
"UX2026-365",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-366",0,2,1,NA,70,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-373",1,1,0,NA,75,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-375",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-377",1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-379",1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,166,NA
"UX2026-380",1,2,NA,NA,95,NA,NA,NA,NA,NA,NA,159,NA
"UX2026-381",1,1,NA,NA,75,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-384",1,3,NA,NA,75,NA,NA,NA,NA,NA,NA,160,NA
"UX2026-385",1,2,NA,NA,75,NA,NA,NA,NA,NA,NA,161,NA
"UX2026-390",1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,164,NA
"UX2029-1",0,2,2,NA,95,NA,19.4,2.4,37.021,13.422,14.548,166,2.69072164948454
"UX2029-10",1,2,1,NA,95,NA,18,2.8,32.655,12.331,12.991,160,2.5
"UX2029-102",1,2,1,NA,85,NA,22.8,1.6,32.455,12.69,13.835,161,2.52631578947368
"UX2029-105",0,3,0,NA,90,NA,20,2.2,33.177,12.717,13.806,159,2.77
"UX2029-106",0,2,1,NA,100,NA,19,2,32.748,11.073,13.624,158,3.61052631578947
"UX2029-108",1,2,1,NA,105,NA,20.2,3,37.351,13.38,14.765,160,2.96039603960396
"UX2029-109",1,2,3,NA,95,NA,18.8,3,40.636,14.207,15.207,158,2.4468085106383
"UX2029-11",1,2,2,NA,80,NA,20.4,1.2,36.394,12.556,14.965,163,3.02941176470588
"UX2029-110",1,1,2,NA,85,NA,20,3,32.561,11.812,12.568,166,2.59
"UX2029-111",1,2,1,NA,85,NA,18.6,3,35.107,13.073,13.354,165,2.46236559139785
"UX2029-113",1,3,1,NA,90,NA,19.8,2.2,35.64,10.503,14.456,159,3.02020202020202
"UX2029-114",0,2,1,NA,100,NA,18.8,3.6,33.29,12.174,13.517,164,2.68085106382979
"UX2029-115",0,3,0,NA,90,NA,20.4,2.2,31.938,12.133,13.337,158,2.90196078431373
"UX2029-116",1,3,0,NA,85,NA,19.2,2.2,34.611,12.155,13.865,168,2.67708333333333
"UX2029-117",1,2,1,NA,95,NA,19.8,2.2,32.392,11.744,13.443,160,3.14141414141414
"UX2029-118",0,1,2,NA,75,NA,23.6,0.6,29.485,13.055,13.619,172,3.17796610169492
"UX2029-119",1,2,0,NA,85,NA,22,1.8,36.527,13.507,14.279,160,2.78181818181818
"UX2029-12",1,2,2,NA,85,NA,18.8,1.8,37.589,14.198,14.754,158,3.03191489361702
"UX2029-120",1,2,2,NA,80,NA,21.4,2.4,39.132,13.758,14.874,161,2.63551401869159
"UX2029-121",1,3,1,NA,70,NA,21.2,1,30.699,12.805,14.115,159,3.00943396226415
"UX2029-122",0,2,1,NA,95,NA,19.6,3,29.242,12.176,12.631,161,2.8265306122449
"UX2029-123",0,2,2,NA,85,NA,21.8,1.8,26.449,12.115,12.388,161,2.56880733944954
"UX2029-124",1,2,1,NA,95,NA,20.6,2.6,40.276,14.555,15.251,161,3.10679611650485
"UX2029-125",1,2,1,NA,95,NA,18.6,3.2,32.645,13.116,13.501,158,2.95698924731183
"UX2029-127",1,2,0,NA,70,NA,18,2.8,31.596,12.572,14.008,161,3.12222222222222
"UX2029-128",0,2,0,NA,95,NA,21,3.2,27.381,11.57,11.813,162,2.4
"UX2029-129",0,2,1,NA,95,NA,20.6,2.2,35.963,13.446,14.007,161,2.8252427184466
"UX2029-13",1,2,0,NA,90,NA,17.8,3,34.594,12.749,14.013,159,3.04494382022472
"UX2029-130",1,1,2,NA,90,NA,22.6,1.8,30.806,11.963,12.779,165,2.94690265486726
"UX2029-131",1,2,0,NA,90,NA,21,3.2,36.071,12.656,14.187,170,3.21904761904762
"UX2029-132",1,1,2,NA,100,NA,19.8,2.6,40.649,14.81,15.581,165,2.84848484848485
"UX2029-134",1,2,0,NA,90,NA,19.2,3.2,37.778,13.829,14.278,169,2.77083333333333
"UX2029-135",0,2,0,NA,90,NA,19.4,2.8,28.922,12.372,12.717,159,2.10309278350515
"UX2029-139",1,2,1,NA,95,NA,17.2,2.8,37.912,14.298,15.072,158,2.91860465116279
"UX2029-14",1,2,2,NA,90,NA,22.4,1.2,37.587,13.507,14.02,161,2.63392857142857
"UX2029-142",1,2,0,NA,80,NA,21,1.2,36.769,13.44,14.482,158,3.26666666666667
"UX2029-143",1,2,2,NA,95,NA,18,2.6,41.418,15.432,15.888,164,2.98888888888889
"UX2029-145",0,2,2,NA,90,NA,20.6,2.2,35.117,13.71,14.77,159,2.83495145631068
"UX2029-147",1,2,0,NA,95,NA,18.4,2.2,40.456,14.771,15.125,161,2.82608695652174
"UX2029-148",1,2,2,NA,105,NA,21.6,3,41.848,15.349,15.98,163,2.71296296296296
"UX2029-15",1,2,1,NA,100,NA,19.2,4.6,34.696,13.101,13.867,163,2.57291666666667
"UX2029-151",1,2,0,NA,70,NA,19.8,3.2,20.004,9.177,10.06,164,2.5959595959596
"UX2029-153",0,2,1,NA,105,NA,20.2,3,35.785,13.898,14.782,163,2.82178217821782
"UX2029-155",1,3,1,NA,110,NA,18.2,4,33.407,11.593,13.75,163,2.78021978021978
"UX2029-156",1,2,1,NA,85,NA,21.8,2,43.419,15.55,16.234,161,3.09174311926606
"UX2029-157",0,2,0,NA,85,NA,19.7,2.3,34.593,13.341,13.566,161,2.3756345177665
"UX2029-159",0,2,2,NA,95,NA,23.2,1.4,29.752,10.976,13.699,166,3.13793103448276
"UX2029-161",1,2,0,NA,100,NA,22,3.2,37.541,14.264,14.909,166,2.88181818181818
"UX2029-163",1,3,0,NA,105,NA,20.2,4,40.958,14.38,15.232,166,2.82178217821782
"UX2029-165",0,3,1,NA,85,NA,19.6,1.4,29.244,10.911,13.02,159,2.75510204081633
"UX2029-166",1,2,0,NA,95,NA,21.8,2,38.784,13.375,14.919,162,3.29357798165138
"UX2029-168",1,2,1,NA,100,NA,19,1.8,37.332,13.066,15.055,161,3.22105263157895
"UX2029-172",1,3,2,NA,85,NA,17,2.6,33.12,11.689,13.587,158,3.70588235294118
"UX2029-175",1,3,1,NA,95,NA,19.4,2.6,31.994,11.945,13.503,159,2.96907216494845
"UX2029-176",0,2,1,NA,100,NA,20.2,2,39.656,15.153,16.265,163,3.04950495049505
"UX2029-178",1,3,0,NA,95,NA,19.6,3.2,30.823,11.752,13.227,161,2.88775510204082
"UX2029-179",1,3,3,NA,95,NA,19,1.8,37.852,13.971,15.024,158,3.14736842105263
"UX2029-18",1,2,0,NA,100,NA,19.75,3,38.021,13.541,15.664,160,2.77215189873418
"UX2029-180",1,1,0,NA,100,NA,20.2,2.2,35.072,13.325,14.114,163,2.59405940594059
"UX2029-181",1,3,1,NA,95,NA,14.6,4.8,33.188,12.479,12.676,158,2.68493150684932
"UX2029-184",1,1,1,NA,75,NA,18.4,3,30.396,12.161,12.787,167,2.75
"UX2029-185",0,4,1,NA,85,NA,16.4,3.8,29.405,11.331,12.789,158,3.46341463414634
"UX2029-186",0,2,0,NA,95,NA,18,2.6,30.284,11.454,13.068,166,3.15555555555556
"UX2029-19",1,2,0,NA,80,NA,20.6,2.6,26.316,10.067,11.934,165,3
"UX2029-190",1,2,0,NA,75,NA,22,1.2,32.07,12.455,13.35,161,3.20909090909091
"UX2029-191",1,2,1,NA,70,NA,20.2,1.6,31.63,13.563,13.961,162,2.94059405940594
"UX2029-192",0,2,1,NA,95,NA,21.2,0.8,35.072,13.424,14.356,161,2.80188679245283
"UX2029-195",0,3,1,NA,90,NA,21.2,0.6,37.757,14.133,15.094,160,2.89622641509434
"UX2029-198",1,2,0,NA,90,NA,21.4,3.2,39.161,14.085,15.456,161,2.62616822429907
"UX2029-199",0,2,1,NA,80,NA,19.4,3.2,34.542,12.774,14.275,163,2.70103092783505
"UX2029-201",1,2,1,NA,65,NA,21,1.8,24.853,11.045,11.634,168,2.68571428571429
"UX2029-202",0,3,3,NA,75,NA,24.2,1.2,21.951,9.519,11.085,164,3.33884297520661
"UX2029-203",1,2,0,NA,90,NA,20.2,3.4,28.913,10.639,12.163,164,2.87128712871287
"UX2029-204",0,2,1,NA,95,NA,19.6,4,31.855,11.496,12.945,162,2.85714285714286
"UX2029-205",0,3,1,NA,105,NA,20.4,2.4,38.652,15.101,15.506,162,2.76470588235294
"UX2029-206",0,2,1,NA,75,NA,19,2.8,28.189,11.413,12.257,160,2.63157894736842
"UX2029-208",0,2,0,NA,100,NA,21.8,2.6,35.433,13.576,14.028,162,3.27522935779817
"UX2029-21",1,2,0,NA,85,NA,17,4.8,29.444,10.537,12.433,171,2.11764705882353
"UX2029-22",1,1,3,NA,80,NA,20,3.2,35.15,13.273,14.25,163,3.17
"UX2029-23",0,2,2,NA,95,NA,18.6,1.6,29.683,11.822,13.221,165,2.60215053763441
"UX2029-24",0,2,0,NA,75,NA,21.4,1.2,27.807,11.774,12.88,159,3.06542056074766
"UX2029-26",0.5,2,1,NA,92.5,NA,21.3,2.1,38.33575,13.447,15.014,161,3.15234513274336
"UX2029-28",0,2,0,NA,75,NA,21.6,2.6,30.399,12.75,13.973,164,2.94444444444444
"UX2029-29",0,2,0,NA,95,NA,19.2,2,31.592,12.425,13.473,163,2.85416666666667
"UX2029-3",1,2,0,NA,65,NA,21.2,2.4,23.255,9.345,11.433,162,3.19811320754717
"UX2029-30",0,2,2,NA,75,NA,23.6,1.8,25.084,11.507,12.218,160,2.79661016949153
"UX2029-31",0,2,0,NA,80,NA,23.6,0.8,32.179,12.446,14.075,164,3.10169491525424
"UX2029-32",0,2,1,NA,95,NA,22.4,1.8,30.233,11.286,13.267,163,2.55357142857143
"UX2029-33",1,1,1,NA,100,NA,18.8,3,31.109,12.556,12.828,166,2.61702127659574
"UX2029-34",0,2,1,NA,95,NA,20,1.4,28.799,12.572,13.033,160,2.94
"UX2029-35",0,2,0,NA,95,NA,20.8,2.8,33.493,12.726,13.876,163,2.86538461538462
"UX2029-36",0,1,0,NA,95,NA,21,0.2,33.344,12.934,14.573,163,3.26666666666667
"UX2029-37",0,2,1,NA,95,NA,20.6,2.2,26.8,10.918,11.682,162,2.41747572815534
"UX2029-38",0,1,1,NA,95,NA,20,3,34.618,12.91,14.736,160,3.44
"UX2029-39",0,1,0,NA,65,NA,20.6,3.2,23.158,10.83,11.287,167,2.42718446601942
"UX2029-4",1,2,1,NA,100,NA,16.8,2.6,41.658,12.951,15.733,160,3.25
"UX2029-41",1,2,0,NA,90,NA,19.6,2.8,33.081,12.272,13.032,159,2.6734693877551
"UX2029-42",1,2,0,NA,80,NA,20.2,3.6,28.566,12.801,13.212,165,2.64356435643564
"UX2029-43",1,2,1,NA,75,NA,22.4,4,26.493,11.325,11.908,161,2.92857142857143
"UX2029-44",0,2,1,NA,75,NA,20.7,2.6,33.7155,13.5035,14.1325,161,2.76328502415459
"UX2029-45",1,1,0,NA,90,NA,21,2.4,38.792,14.349,15.622,167,2.67619047619048
"UX2029-46",1,1,2,NA,75,NA,20,3,34.507,14.081,14.493,162,2.84
"UX2029-47",1,4,3,NA,85,NA,19.4,1.4,28.688,12.043,12.46,153,3.37113402061856
"UX2029-48",1,2,2,NA,65,NA,21.2,3,29.161,12.466,13.306,166,2.93396226415094
